iShares Core S&P 500 ETF
Inception Date,"May 15, 2000"
Fund Holdings as of,"Mar 31, 2017"
Total Net Assets,"101,821,854,272.44"
Shares Outstanding,"429,250,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"PXD","PIONEER NATURAL RESOURCE","Equity","0.16","186.23","850,744.00","158,434,055.12","158,434,055.12","Energy","2690830","US7237871071","New York Stock Exchange Inc."
"MCK","MCKESSON CORP","Equity","0.15","148.26","1,062,473.00","157,522,246.98","157,522,246.98","Health Care","2378534","US58155Q1031","New York Stock Exchange Inc."
"AON","AON PLC","Equity","0.15","118.69","1,315,723.00","156,163,162.87","156,163,162.87","Financials","B5BT0K0","GB00B5BT0K07","New York Stock Exchange Inc."
"EQIX","EQUINIX REIT INC","Equity","0.15","400.37","389,272.00","155,852,830.64","155,852,830.64","Real Estate","BVLZX12","US29444U7000","NASDAQ"
"TGT","TARGET CORP","Equity","0.15","55.19","2,798,034.00","154,423,496.46","154,423,496.46","Consumer Discretionary","2259101","US87612E1064","New York Stock Exchange Inc."
"HUM","HUMANA INC","Equity","0.15","206.14","748,165.00","154,226,733.10","154,226,733.10","Health Care","2445063","US4448591028","New York Stock Exchange Inc."
"HPQ","HP INC","Equity","0.15","17.88","8,519,389.00","152,326,675.32","152,326,675.32","Information Technology","BYX4D52","US40434L1052","New York Stock Exchange Inc."
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Equity","0.15","91.19","1,660,581.00","151,428,381.39","151,428,381.39","Materials","B3SPXZ3","NL0009434992","New York Stock Exchange Inc."
"MU","MICRON TECHNOLOGY INC","Equity","0.15","28.90","5,192,003.00","150,048,886.70","150,048,886.70","Information Technology","2588184","US5951121038","NASDAQ"
"VLO","VALERO ENERGY CORP","Equity","0.15","66.29","2,259,924.00","149,810,361.96","149,810,361.96","Energy","2041364","US91913Y1001","New York Stock Exchange Inc."
"ADI","ANALOG DEVICES INC","Equity","0.15","81.95","1,823,555.00","149,440,332.25","149,440,332.25","Information Technology","2032067","US0326541051","NASDAQ"
"ALL","ALLSTATE CORP","Equity","0.15","81.49","1,832,778.00","149,353,079.22","149,353,079.22","Financials","2019952","US0200021014","New York Stock Exchange Inc."
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Equity","0.15","94.18","1,582,330.00","149,023,839.40","149,023,839.40","Consumer Discretionary","2210614","US5719032022","NASDAQ"
"REGN","REGENERON PHARMACEUTICALS INC","Equity","0.15","387.51","382,608.00","148,264,426.08","148,264,426.08","Health Care","2730190","US75886F1075","NASDAQ"
"WM","WASTE MANAGEMENT INC","Equity","0.15","72.92","2,028,844.00","147,943,304.48","147,943,304.48","Industrials","2937667","US94106L1098","New York Stock Exchange Inc."
"APD","AIR PRODUCTS AND CHEMICALS INC","Equity","0.14","135.29","1,088,961.00","147,325,533.69","147,325,533.69","Materials","2011602","US0091581068","New York Stock Exchange Inc."
"AFL","AFLAC INC","Equity","0.14","72.42","2,014,865.00","145,916,523.30","145,916,523.30","Financials","2026361","US0010551028","New York Stock Exchange Inc."
"STT","STATE STREET CORP","Equity","0.14","79.61","1,804,554.00","143,660,543.94","143,660,543.94","Financials","2842040","US8574771031","New York Stock Exchange Inc."
"ISRG","INTUITIVE SURGICAL INC","Equity","0.14","766.47","184,800.00","141,643,656.00","141,643,656.00","Health Care","2871301","US46120E6023","NASDAQ"
"INTU","INTUIT INC","Equity","0.14","115.99","1,216,496.00","141,101,371.04","141,101,371.04","Information Technology","2459020","US4612021034","NASDAQ"
"STZ","CONSTELLATION BRANDS INC CLASS A","Equity","0.14","162.07","868,865.00","140,816,950.55","140,816,950.55","Consumer Staples","2170473","US21036P1084","New York Stock Exchange Inc."
"SRE","SEMPRA ENERGY","Equity","0.14","110.50","1,255,314.00","138,712,197.00","138,712,197.00","Utilities","2138158","US8168511090","New York Stock Exchange Inc."
"EA","ELECTRONIC ARTS INC","Equity","0.14","89.52","1,547,119.00","138,498,092.88","138,498,092.88","Information Technology","2310194","US2855121099","NASDAQ"
"PLD","PROLOGIS REIT INC","Equity","0.14","51.88","2,652,221.00","137,597,225.48","137,597,225.48","Real Estate","B44WZD7","US74340W1036","New York Stock Exchange Inc."
"KR","KROGER","Equity","0.13","29.49","4,648,619.00","137,087,774.31","137,087,774.31","Consumer Staples","2497406","US5010441013","New York Stock Exchange Inc."
"STI","SUNTRUST BANKS INC","Equity","0.13","55.30","2,475,034.00","136,869,380.20","136,869,380.20","Financials","2860990","US8679141031","New York Stock Exchange Inc."
"ALXN","ALEXION PHARMACEUTICALS INC","Equity","0.13","121.24","1,125,398.00","136,443,253.52","136,443,253.52","Health Care","2036070","US0153511094","NASDAQ"
"VRTX","VERTEX PHARMACEUTICALS INC","Equity","0.13","109.35","1,244,769.00","136,115,490.15","136,115,490.15","Health Care","2931034","US92532F1003","NASDAQ"
"PPG","PPG INDUSTRIES INC","Equity","0.13","105.08","1,290,129.00","135,566,755.32","135,566,755.32","Materials","2698470","US6935061076","New York Stock Exchange Inc."
"MPC","MARATHON PETROLEUM CORP","Equity","0.13","50.54","2,653,902.00","134,128,207.08","134,128,207.08","Energy","B3K3L40","US56585A1025","New York Stock Exchange Inc."
"TEL","TE CONNECTIVITY LTD","Equity","0.13","74.55","1,786,746.00","133,201,914.30","133,201,914.30","Information Technology","B62B7C3","CH0102993182","New York Stock Exchange Inc."
"SYF","SYNCHRONY FINANCIAL","Equity","0.13","34.30","3,875,097.00","132,915,827.10","132,915,827.10","Financials","BP96PS6","US87165B1035","New York Stock Exchange Inc."
"DFS","DISCOVER FINANCIAL SERVICES","Equity","0.13","68.39","1,934,740.00","132,316,868.60","132,316,868.60","Financials","B1YLC43","US2547091080","New York Stock Exchange Inc."
"ADM","ARCHER DANIELS MIDLAND","Equity","0.13","46.04","2,859,440.00","131,648,617.60","131,648,617.60","Consumer Staples","2047317","US0394831020","New York Stock Exchange Inc."
"ZTS","ZOETIS INC CLASS A","Equity","0.13","53.37","2,463,860.00","131,496,208.20","131,496,208.20","Health Care","B95WG16","US98978V1035","New York Stock Exchange Inc."
"FIS","FIDELITY NATIONAL INFORMATION SERV","Equity","0.13","79.62","1,647,321.00","131,159,698.02","131,159,698.02","Information Technology","2769796","US31620M1062","New York Stock Exchange Inc."
"EIX","EDISON INTERNATIONAL","Equity","0.13","79.61","1,638,564.00","130,446,080.04","130,446,080.04","Utilities","2829515","US2810201077","New York Stock Exchange Inc."
"ROST","ROSS STORES INC","Equity","0.13","65.87","1,978,115.00","130,298,435.05","130,298,435.05","Consumer Discretionary","2746711","US7782961038","NASDAQ"
"SYY","SYSCO CORP","Equity","0.13","51.92","2,499,736.00","129,786,293.12","129,786,293.12","Consumer Staples","2868165","US8718291078","New York Stock Exchange Inc."
"CBS","CBS CORP- CLASS B","Equity","0.13","69.36","1,863,339.00","129,241,193.04","129,241,193.04","Consumer Discretionary","B0SRLH6","US1248572026","New York Stock Exchange Inc."
"CAH","CARDINAL HEALTH INC","Equity","0.13","81.55","1,582,934.00","129,088,267.70","129,088,267.70","Health Care","2175672","US14149Y1082","New York Stock Exchange Inc."
"HCA","HCA HOLDINGS INC","Equity","0.13","88.99","1,448,782.00","128,927,110.18","128,927,110.18","Health Care","B4MGBG6","US40412C1018","New York Stock Exchange Inc."
"HCN","WELLTOWER INC","Equity","0.13","70.82","1,814,912.00","128,532,067.84","128,532,067.84","Real Estate","BYVYHH4","US95040Q1040","New York Stock Exchange Inc."
"BHI","BAKER HUGHES INC","Equity","0.13","59.82","2,133,908.00","127,650,376.56","127,650,376.56","Energy","2072085","US0572241075","New York Stock Exchange Inc."
"WY","WEYERHAEUSER REIT","Equity","0.13","33.98","3,752,759.00","127,518,750.82","127,518,750.82","Real Estate","2958936","US9621661043","New York Stock Exchange Inc."
"PPL","PPL CORP","Equity","0.13","37.39","3,405,718.00","127,339,796.02","127,339,796.02","Utilities","2680905","US69351T1060","New York Stock Exchange Inc."
"AVB","AVALONBAY COMMUNITIES REIT INC","Equity","0.12","183.60","690,616.00","126,797,097.60","126,797,097.60","Real Estate","2131179","US0534841012","New York Stock Exchange Inc."
"BAX","BAXTER INTERNATIONAL INC","Equity","0.12","51.86","2,444,783.00","126,786,446.38","126,786,446.38","Health Care","2085102","US0718131099","New York Stock Exchange Inc."
"SHW","SHERWIN WILLIAMS","Equity","0.12","310.19","408,436.00","126,692,762.84","126,692,762.84","Materials","2804211","US8243481061","New York Stock Exchange Inc."
"GLW","CORNING INC","Equity","0.12","27.00","4,669,262.00","126,070,074.00","126,070,074.00","Information Technology","2224701","US2193501051","New York Stock Exchange Inc."
"ILMN","ILLUMINA INC","Equity","0.12","170.64","731,890.00","124,889,709.60","124,889,709.60","Health Care","2613990","US4523271090","NASDAQ"
"FISV","FISERV INC","Equity","0.12","115.31","1,079,414.00","124,467,228.34","124,467,228.34","Information Technology","2342034","US3377381088","NASDAQ"
"ORLY","OREILLY AUTOMOTIVE INC","Equity","0.12","269.84","459,808.00","124,074,590.72","124,074,590.72","Consumer Discretionary","B65LWX6","US67103H1077","NASDAQ"
"CCL","CARNIVAL CORP","Equity","0.12","58.91","2,094,100.00","123,363,431.00","123,363,431.00","Consumer Discretionary","2523044","PA1436583006","New York Stock Exchange Inc."
"ZBH","ZIMMER BIOMET HOLDINGS INC","Equity","0.12","122.11","1,006,859.00","122,947,552.49","122,947,552.49","Health Care","2783815","US98956P1021","New York Stock Exchange Inc."
"WMB","WILLIAMS INC","Equity","0.12","29.59","4,154,735.00","122,938,608.65","122,938,608.65","Energy","2967181","US9694571004","New York Stock Exchange Inc."
"WDC","WESTERN DIGITAL CORP","Equity","0.12","82.53","1,449,298.00","119,610,563.94","119,610,563.94","Information Technology","2954699","US9581021055","NASDAQ"
"MTB","M&T BANK CORP","Equity","0.12","154.73","769,599.00","119,080,053.27","119,080,053.27","Financials","2340168","US55261F1049","New York Stock Exchange Inc."
"ED","CONSOLIDATED EDISON INC","Equity","0.12","77.66","1,528,460.00","118,700,203.60","118,700,203.60","Utilities","2216850","US2091151041","New York Stock Exchange Inc."
"PCAR","PACCAR INC","Equity","0.12","67.20","1,763,992.00","118,540,262.40","118,540,262.40","Industrials","2665861","US6937181088","NASDAQ"
"INCY","INCYTE CORP","Equity","0.12","133.67","886,193.00","118,457,418.31","118,457,418.31","Health Care","2471950","US45337C1027","NASDAQ"
"CMI","CUMMINS INC","Equity","0.11","151.20","773,886.00","117,011,563.20","117,011,563.20","Industrials","2240202","US2310211063","New York Stock Exchange Inc."
"VTR","VENTAS REIT INC","Equity","0.11","65.04","1,772,751.00","115,299,725.04","115,299,725.04","Real Estate","2927925","US92276F1003","New York Stock Exchange Inc."
"BLKFDS","BLK CSH FND TREASURY SL AGENCY","Money Market","0.11","1.00","115,213,440.00","115,213,439.54","115,213,439.54","Cash and/or Derivatives","-","US0669224778","-"
"PGR","PROGRESSIVE CORP","Equity","0.11","39.18","2,921,140.00","114,450,265.20","114,450,265.20","Financials","2705024","US7433151039","New York Stock Exchange Inc."
"EQR","EQUITY RESIDENTIAL REIT","Equity","0.11","62.22","1,839,292.00","114,440,748.24","114,440,748.24","Real Estate","2319157","US29476L1070","New York Stock Exchange Inc."
"NWL","NEWELL BRANDS INC","Equity","0.11","47.17","2,406,152.00","113,498,189.84","113,498,189.84","Consumer Discretionary","2635701","US6512291062","New York Stock Exchange Inc."
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Equity","0.11","44.35","2,546,662.00","112,944,459.70","112,944,459.70","Utilities","2707677","US7445731067","New York Stock Exchange Inc."
"XEL","XCEL ENERGY INC","Equity","0.11","44.45","2,534,613.00","112,663,547.85","112,663,547.85","Utilities","2614807","US98389B1008","New York Stock Exchange Inc."
"DVN","DEVON ENERGY CORP","Equity","0.11","41.72","2,637,348.00","110,030,158.56","110,030,158.56","Energy","2480677","US25179M1036","New York Stock Exchange Inc."
"APH","AMPHENOL CORP CLASS A","Equity","0.11","71.17","1,539,185.00","109,543,796.45","109,543,796.45","Information Technology","2145084","US0320951017","New York Stock Exchange Inc."
"DLPH","DELPHI AUTOMOTIVE PLC","Equity","0.11","80.49","1,348,415.00","108,533,923.35","108,533,923.35","Consumer Discretionary","B783TY6","JE00B783TY65","New York Stock Exchange Inc."
"YUM","YUM BRANDS INC","Equity","0.11","63.90","1,685,787.00","107,721,789.30","107,721,789.30","Consumer Discretionary","2098876","US9884981013","New York Stock Exchange Inc."
"AAL","AMERICAN AIRLINES GROUP INC","Equity","0.11","42.30","2,536,371.00","107,288,493.30","107,288,493.30","Industrials","BCV7KT2","US02376R1023","NASDAQ"
"USD","USD CASH","Cash","0.11","100.00","107,051,795.00","107,051,794.59","107,051,794.59","Cash and/or Derivatives","-","-","-"
"PH","PARKER-HANNIFIN CORP","Equity","0.10","160.32","665,851.00","106,749,232.32","106,749,232.32","Industrials","2671501","US7010941042","New York Stock Exchange Inc."
"IR","INGERSOLL-RAND PLC","Equity","0.10","81.32","1,300,076.00","105,722,180.32","105,722,180.32","Industrials","B633030","IE00B6330302","New York Stock Exchange Inc."
"ROP","ROPER TECHNOLOGIES INC","Equity","0.10","206.49","510,414.00","105,395,386.86","105,395,386.86","Industrials","2749602","US7766961061","New York Stock Exchange Inc."
"LRCX","LAM RESEARCH CORP","Equity","0.10","128.36","814,459.00","104,543,957.24","104,543,957.24","Information Technology","2502247","US5128071082","NASDAQ"
"IP","INTERNATIONAL PAPER","Equity","0.10","50.78","2,051,776.00","104,189,185.28","104,189,185.28","Materials","2465254","US4601461035","New York Stock Exchange Inc."
"AZO","AUTOZONE INC","Equity","0.10","723.05","142,807.00","103,256,601.35","103,256,601.35","Consumer Discretionary","2065955","US0533321024","New York Stock Exchange Inc."
"SWK","STANLEY BLACK & DECKER INC","Equity","0.10","132.87","767,620.00","101,993,669.40","101,993,669.40","Industrials","B3Q2FJ4","US8545021011","New York Stock Exchange Inc."
"BXP","BOSTON PROPERTIES REIT INC","Equity","0.10","132.41","766,570.00","101,501,533.70","101,501,533.70","Real Estate","2019479","US1011211018","New York Stock Exchange Inc."
"OMC","OMNICOM GROUP INC","Equity","0.10","86.21","1,176,702.00","101,443,479.42","101,443,479.42","Consumer Discretionary","2279303","US6819191064","New York Stock Exchange Inc."
"UAL","UNITED CONTINENTAL HOLDINGS INC","Equity","0.10","70.64","1,429,470.00","100,977,760.80","100,977,760.80","Industrials","B4QG225","US9100471096","New York Stock Exchange Inc."
"AMP","AMERIPRISE FINANCE INC","Equity","0.10","129.68","775,036.00","100,506,668.48","100,506,668.48","Financials","B0J7D57","US03076C1062","New York Stock Exchange Inc."
"ROK","ROCKWELL AUTOMATION INC","Equity","0.10","155.71","644,333.00","100,329,091.43","100,329,091.43","Industrials","2754060","US7739031091","New York Stock Exchange Inc."
"EW","EDWARDS LIFESCIENCES CORP","Equity","0.10","94.07","1,062,494.00","99,948,810.58","99,948,810.58","Health Care","2567116","US28176E1082","New York Stock Exchange Inc."
"APA","APACHE CORP","Equity","0.10","51.39","1,893,363.00","97,299,924.57","97,299,924.57","Energy","2043962","US0374111054","New York Stock Exchange Inc."
"KEY","KEYCORP","Equity","0.09","17.78","5,390,065.00","95,835,355.70","95,835,355.70","Financials","2490911","US4932671088","New York Stock Exchange Inc."
"CXO","CONCHO RESOURCES INC","Equity","0.09","128.34","745,423.00","95,667,587.82","95,667,587.82","Energy","B1YWRK7","US20605P1012","New York Stock Exchange Inc."
"WEC","WEC ENERGY GROUP INC","Equity","0.09","60.63","1,575,011.00","95,492,916.93","95,492,916.93","Utilities","BYY8XK8","US92939U1060","New York Stock Exchange Inc."
"FITB","FIFTH THIRD BANCORP","Equity","0.09","25.40","3,738,133.00","94,948,578.20","94,948,578.20","Financials","2336747","US3167731005","NASDAQ"
"NUE","NUCOR CORP","Equity","0.09","59.72","1,588,934.00","94,891,138.48","94,891,138.48","Materials","2651086","US6703461052","New York Stock Exchange Inc."
"SYMC","SYMANTEC CORP","Equity","0.09","30.68","3,082,343.00","94,566,283.24","94,566,283.24","Information Technology","2861078","US8715031089","NASDAQ"
"EL","ESTEE LAUDER INC CLASS A","Equity","0.09","84.79","1,113,710.00","94,431,470.90","94,431,470.90","Consumer Staples","2320524","US5184391044","New York Stock Exchange Inc."
"PAYX","PAYCHEX INC","Equity","0.09","58.90","1,601,261.00","94,314,272.90","94,314,272.90","Information Technology","2674458","US7043261079","NASDAQ"
"NTRS","NORTHERN TRUST CORP TRUST","Equity","0.09","86.58","1,084,972.00","93,936,875.76","93,936,875.76","Financials","2648668","US6658591044","NASDAQ"
"MCO","MOODYS CORP","Equity","0.09","112.04","835,016.00","93,555,192.64","93,555,192.64","Financials","2252058","US6153691059","New York Stock Exchange Inc."
"MNST","MONSTER BEVERAGE CORP","Equity","0.09","46.17","2,022,688.00","93,387,504.96","93,387,504.96","Consumer Staples","BZ07BW4","US61174X1090","NASDAQ"
"ES","EVERSOURCE ENERGY","Equity","0.09","58.78","1,582,848.00","93,039,805.44","93,039,805.44","Utilities","BVVN4Q8","US30040W1080","New York Stock Exchange Inc."
"DLTR","DOLLAR TREE INC","Equity","0.09","78.46","1,175,880.00","92,259,544.80","92,259,544.80","Consumer Discretionary","2272476","US2567461080","NASDAQ"
"VFC","VF CORP","Equity","0.09","54.97","1,670,338.00","91,818,479.86","91,818,479.86","Consumer Discretionary","2928683","US9182041080","New York Stock Exchange Inc."
"FTV","FORTIVE CORP","Equity","0.09","60.22","1,518,132.00","91,421,909.04","91,421,909.04","Industrials","BYT3MK1","US34959J1088","New York Stock Exchange Inc."
"DTE","DTE ENERGY","Equity","0.09","102.11","895,236.00","91,412,547.96","91,412,547.96","Utilities","2280220","US2333311072","New York Stock Exchange Inc."
"K","KELLOGG","Equity","0.09","72.61","1,258,719.00","91,395,586.59","91,395,586.59","Consumer Staples","2486813","US4878361082","New York Stock Exchange Inc."
"SWKS","SKYWORKS SOLUTIONS INC","Equity","0.09","97.98","923,254.00","90,460,426.92","90,460,426.92","Information Technology","2961053","US83088M1027","NASDAQ"
"HIG","HARTFORD FINANCIAL SERVICES GROUP","Equity","0.09","48.07","1,868,401.00","89,814,036.07","89,814,036.07","Financials","2476193","US4165151048","New York Stock Exchange Inc."
"BCR","C R BARD INC","Equity","0.09","248.54","361,011.00","89,725,673.94","89,725,673.94","Health Care","2077905","US0673831097","New York Stock Exchange Inc."
"DPS","DR PEPPER SNAPPLE GROUP INC","Equity","0.09","97.92","914,897.00","89,586,714.24","89,586,714.24","Consumer Staples","B2QW0Z8","US26138E1091","New York Stock Exchange Inc."
"FCX","FREEPORT MCMORAN INC","Equity","0.09","13.36","6,698,713.00","89,494,805.68","89,494,805.68","Materials","2352118","US35671D8570","New York Stock Exchange Inc."
"MYL","MYLAN NV","Equity","0.09","38.99","2,295,163.00","89,488,405.37","89,488,405.37","Health Care","BVFMFG8","NL0011031208","NASDAQ"
"TSN","TYSON FOODS INC CLASS A","Equity","0.09","61.71","1,436,604.00","88,652,832.84","88,652,832.84","Consumer Staples","2909730","US9024941034","New York Stock Exchange Inc."
"DG","DOLLAR GENERAL CORP","Equity","0.09","69.73","1,271,174.00","88,638,963.02","88,638,963.02","Consumer Discretionary","B5B1S13","US2566771059","New York Stock Exchange Inc."
"NEM","NEWMONT MINING CORP","Equity","0.09","32.96","2,678,151.00","88,271,856.96","88,271,856.96","Materials","2636607","US6516391066","New York Stock Exchange Inc."
"RF","REGIONS FINANCIAL CORP","Equity","0.09","14.53","6,063,650.00","88,104,834.50","88,104,834.50","Financials","B01R311","US7591EP1005","New York Stock Exchange Inc."
"TAP","MOLSON COORS BREWING CLASS B","Equity","0.09","95.71","919,237.00","87,980,173.27","87,980,173.27","Consumer Staples","B067BM3","US60871R2094","New York Stock Exchange Inc."
"CFG","CITIZENS FINANCIAL GROUP INC","Equity","0.09","34.55","2,536,935.00","87,651,104.25","87,651,104.25","Financials","BQRX1X3","US1746101054","New York Stock Exchange Inc."
"CERN","CERNER CORP","Equity","0.09","58.85","1,476,357.00","86,883,609.45","86,883,609.45","Health Care","2185284","US1567821046","NASDAQ"
"CLX","CLOROX","Equity","0.08","134.83","638,228.00","86,052,281.24","86,052,281.24","Consumer Staples","2204026","US1890541097","New York Stock Exchange Inc."
"VNO","VORNADO REALTY TRUST REIT TRUST","Equity","0.08","100.31","857,854.00","86,051,334.74","86,051,334.74","Real Estate","2933632","US9290421091","New York Stock Exchange Inc."
"A","AGILENT TECHNOLOGIES INC","Equity","0.08","52.87","1,618,731.00","85,582,307.97","85,582,307.97","Health Care","2520153","US00846U1016","New York Stock Exchange Inc."
"DLR","DIGITAL REALTY TRUST REIT INC TRUS","Equity","0.08","106.39","802,743.00","85,403,827.77","85,403,827.77","Real Estate","B03GQS4","US2538681030","New York Stock Exchange Inc."
"PFG","PRINCIPAL FINANCIAL GROUP INC","Equity","0.08","63.11","1,350,789.00","85,248,293.79","85,248,293.79","Financials","2803014","US74251V1026","New York Stock Exchange Inc."
"ADSK","AUTODESK INC","Equity","0.08","86.47","975,852.00","84,381,922.44","84,381,922.44","Information Technology","2065159","US0527691069","NASDAQ"
"WLTW","WILLIS TOWERS WATSON PLC","Equity","0.08","130.89","639,665.00","83,725,751.85","83,725,751.85","Financials","BDB6Q21","IE00BDB6Q211","NASDAQ"
"CAG","CONAGRA BRANDS INC","Equity","0.08","40.34","2,071,539.00","83,565,883.26","83,565,883.26","Consumer Staples","2215460","US2058871029","New York Stock Exchange Inc."
"ULTA","ULTA BEAUTY INC","Equity","0.08","285.23","292,470.00","83,421,218.10","83,421,218.10","Consumer Discretionary","B28TS42","US90384S3031","NASDAQ"
"LVLT","LEVEL COMMUNICATIONS INC","Equity","0.08","57.22","1,453,723.00","83,182,030.06","83,182,030.06","Telecommunications","B5LL299","US52729N3089","New York Stock Exchange Inc."
"RCL","ROYAL CARIBBEAN CRUISES LTD","Equity","0.08","98.11","845,581.00","82,959,951.91","82,959,951.91","Consumer Discretionary","2754907","LR0008862868","New York Stock Exchange Inc."
"TROW","T ROWE PRICE GROUP INC","Equity","0.08","68.15","1,217,231.00","82,954,292.65","82,954,292.65","Financials","2702337","US74144T1088","NASDAQ"
"VIAB","VIACOM INC CLASS B","Equity","0.08","46.62","1,756,648.00","81,894,929.76","81,894,929.76","Consumer Discretionary","B0SRLF4","US92553P2011","NASDAQ"
"MJN","MEAD JOHNSON NUTRITION","Equity","0.08","89.08","919,047.00","81,868,706.76","81,868,706.76","Consumer Staples","B4W9F29","US5828391061","New York Stock Exchange Inc."
"EFX","EQUIFAX INC","Equity","0.08","136.74","596,125.00","81,514,132.50","81,514,132.50","Industrials","2319146","US2944291051","New York Stock Exchange Inc."
"O","REALTY INCOME REIT CORP","Equity","0.08","59.53","1,363,947.00","81,195,764.91","81,195,764.91","Real Estate","2724193","US7561091049","New York Stock Exchange Inc."
"VMC","VULCAN MATERIALS","Equity","0.08","120.48","663,146.00","79,895,830.08","79,895,830.08","Materials","2931205","US9291601097","New York Stock Exchange Inc."
"MCHP","MICROCHIP TECHNOLOGY INC","Equity","0.08","73.78","1,075,730.00","79,367,359.40","79,367,359.40","Information Technology","2592174","US5950171042","NASDAQ"
"FOX","TWENTY-FIRST CENTURY FOX INC CLASS","Equity","0.08","31.78","2,431,069.00","77,259,372.82","77,259,372.82","Consumer Discretionary","BBM4S80","US90130A2006","NASDAQ"
"SJM","JM SMUCKER","Equity","0.08","131.08","588,515.00","77,142,546.20","77,142,546.20","Consumer Staples","2951452","US8326964058","New York Stock Exchange Inc."
"RHT","RED HAT INC","Equity","0.08","86.50","891,141.00","77,083,696.50","77,083,696.50","Information Technology","2447218","US7565771026","New York Stock Exchange Inc."
"ESS","ESSEX PROPERTY TRUST REIT INC","Equity","0.08","231.53","331,321.00","76,710,751.13","76,710,751.13","Real Estate","2316619","US2971781057","New York Stock Exchange Inc."
"NOV","NATIONAL OILWELL VARCO INC","Equity","0.08","40.09","1,911,002.00","76,612,070.18","76,612,070.18","Energy","2624486","US6370711011","New York Stock Exchange Inc."
"HSY","HERSHEY FOODS","Equity","0.08","109.25","699,721.00","76,444,519.25","76,444,519.25","Consumer Staples","2422806","US4278661081","New York Stock Exchange Inc."
"FTI","TECHNIPFMC PLC","Equity","0.07","32.50","2,342,565.00","76,133,362.50","76,133,362.50","Energy","BDSFG98","GB00BDSFG982","New York Stock Exchange Inc."
"EXPE","EXPEDIA INC","Equity","0.07","126.17","601,573.00","75,900,465.41","75,900,465.41","Consumer Discretionary","B748CK2","US30212P3038","NASDAQ"
"FAST","FASTENAL","Equity","0.07","51.50","1,462,048.00","75,295,472.00","75,295,472.00","Industrials","2332262","US3119001044","NASDAQ"
"NBL","NOBLE ENERGY INC","Equity","0.07","34.34","2,190,900.00","75,235,506.00","75,235,506.00","Energy","2640761","US6550441058","New York Stock Exchange Inc."
"KLAC","KLA TENCOR CORP","Equity","0.07","95.07","790,125.00","75,117,183.75","75,117,183.75","Information Technology","2480138","US4824801009","NASDAQ"
"HCP","HCP REIT INC","Equity","0.07","31.28","2,367,329.00","74,050,051.12","74,050,051.12","Real Estate","2417578","US40414L1098","New York Stock Exchange Inc."
"LNC","LINCOLN NATIONAL CORP","Equity","0.07","65.45","1,127,252.00","73,778,643.40","73,778,643.40","Financials","2516378","US5341871094","New York Stock Exchange Inc."
"HBAN","HUNTINGTON BANCSHARES INC","Equity","0.07","13.39","5,486,582.00","73,465,332.98","73,465,332.98","Financials","2445966","US4461501045","NASDAQ"
"LH","LABORATORY CORPORATION OF AMERICA","Equity","0.07","143.47","510,861.00","73,293,227.67","73,293,227.67","Health Care","2586122","US50540R4092","New York Stock Exchange Inc."
"ABC","AMERISOURCEBERGEN CORP","Equity","0.07","88.50","823,016.00","72,836,916.00","72,836,916.00","Health Care","2795393","US03073E1055","New York Stock Exchange Inc."
"BEN","FRANKLIN RESOURCES INC","Equity","0.07","42.14","1,727,800.00","72,809,492.00","72,809,492.00","Financials","2350684","US3546131018","New York Stock Exchange Inc."
"MHK","MOHAWK INDUSTRIES INC","Equity","0.07","229.49","314,727.00","72,226,699.23","72,226,699.23","Consumer Discretionary","2598699","US6081901042","New York Stock Exchange Inc."
"DISH","DISH NETWORK CORP CLASS A","Equity","0.07","63.49","1,134,907.00","72,055,245.43","72,055,245.43","Consumer Discretionary","2303581","US25470M1099","NASDAQ"
"RSG","REPUBLIC SERVICES INC","Equity","0.07","62.81","1,146,911.00","72,037,479.91","72,037,479.91","Industrials","2262530","US7607591002","New York Stock Exchange Inc."
"XLNX","XILINX INC","Equity","0.07","57.89","1,242,942.00","71,953,912.38","71,953,912.38","Information Technology","2985677","US9839191015","NASDAQ"
"XRAY","DENTSPLY SIRONA INC","Equity","0.07","62.44","1,146,680.00","71,598,699.20","71,598,699.20","Health Care","BYNPPC6","US24906P1093","NASDAQ"
"FE","FIRSTENERGY CORP","Equity","0.07","31.82","2,226,090.00","70,834,183.80","70,834,183.80","Utilities","2100920","US3379321074","New York Stock Exchange Inc."
"MSI","MOTOROLA SOLUTIONS INC","Equity","0.07","86.22","820,134.00","70,711,953.48","70,711,953.48","Information Technology","B5BKPQ4","US6200763075","New York Stock Exchange Inc."
"NLSN","NIELSEN HOLDINGS PLC","Equity","0.07","41.31","1,699,626.00","70,211,550.06","70,211,550.06","Industrials","BWFY550","GB00BWFY5505","New York Stock Exchange Inc."
"AWK","AMERICAN WATER WORKS INC","Equity","0.07","77.77","901,270.00","70,091,767.90","70,091,767.90","Utilities","B2R3PV1","US0304201033","New York Stock Exchange Inc."
"HRS","HARRIS CORP","Equity","0.07","111.27","629,008.00","69,989,720.16","69,989,720.16","Information Technology","2412001","US4138751056","New York Stock Exchange Inc."
